carName,model,year,sellingPrice,condition,mileage,driven,fuel
Tata Nexon,EX,2006,101383,Excellent,10.89,32000,Petrol
Toyota Innova,Crysta,2011,587074,Fair,13.48,184851,Electric
Mahindra Scorpio,EX,2019,1317358,Excellent,24.46,198404,Petrol
Ford Ecosport,EX,2022,1235937,Good,23.75,110116,Petrol
Tata Nexon,VDI,2007,866717,Fair,23.28,112941,Petrol
Maruti Suzuki Swift,VDI,2006,654123,Excellent,20.28,193035,CNG
Tata Nexon,HTX,2023,350232,Fair,11.25,74961,Petrol
Hyundai Creta,VDI,2022,1512325,Excellent,16.47,9593,Electric
Hyundai Creta,HTX,2010,942959,Needs Work,19.44,13966,Petrol
Kia Seltos,EX,2017,1973367,Excellent,12.18,55740,Petrol
Kia Seltos,S10,2013,770838,Needs Work,12.47,95448,Petrol
Honda City,ZX,2011,639671,Fair,15.44,99693,Electric
Tata Nexon,HTX,2008,1236964,Good,11.16,50093,CNG
Tata Nexon,EX,2018,871016,Good,22.22,107845,CNG
Maruti Suzuki Swift,EX,2018,1944678,Good,11.84,177797,Electric
Toyota Innova,ZX,2010,1609040,Excellent,23.45,88113,Diesel
Ford Ecosport,Titanium,2010,1303458,Needs Work,18.5,133604,CNG
Kia Seltos,Titanium,2023,797577,Fair,14.98,189390,Diesel
Mahindra Scorpio,Titanium,2013,887785,Fair,21.51,182445,CNG
Tata Nexon,Crysta,2014,1871911,Good,16.54,10943,Petrol
Maruti Suzuki Swift,EX,2018,1696028,Good,16.84,151791,Electric
Toyota Innova,ZX,2007,1982673,Good,20.2,42418,Diesel
Tata Nexon,Crysta,2021,1585537,Good,22.45,98860,Petrol
Hyundai Creta,Crysta,2017,1852193,Needs Work,21.18,18447,CNG
Tata Nexon,XZ+,2020,815646,Fair,13.67,14462,CNG
Maruti Suzuki Swift,HTX,2008,1881480,Fair,22.84,10448,Diesel
Ford Ecosport,ZX,2008,354252,Fair,16.15,150860,CNG
Ford Ecosport,Crysta,2009,1017747,Good,21.86,194354,Petrol
Hyundai Creta,ZX,2005,1122833,Needs Work,17.42,96150,Petrol
Hyundai Creta,VDI,2010,981536,Excellent,18.44,198654,Petrol
Tata Nexon,VDI,2009,626008,Needs Work,18.76,182877,CNG
Maruti Suzuki Swift,HTX,2009,1223724,Excellent,18.23,45336,CNG
Tata Nexon,Titanium,2012,1698119,Excellent,24.9,161049,Diesel
Kia Seltos,S10,2006,1466195,Needs Work,20.52,123503,Diesel
Ford Ecosport,VDI,2015,1136932,Excellent,23.4,100709,CNG
Mahindra Scorpio,Titanium,2017,1705502,Fair,16.4,146383,Diesel
Kia Seltos,XZ+,2016,1700490,Needs Work,12.47,104297,Petrol
Toyota Innova,VDI,2010,1118589,Good,16.82,43703,Petrol
Maruti Suzuki Swift,Crysta,2006,433886,Good,10.3,108422,Electric
Hyundai Creta,ZX,2005,781658,Fair,16.32,136129,Electric
Maruti Suzuki Swift,VDI,2013,959447,Excellent,23.14,65706,CNG
Maruti Suzuki Swift,HTX,2017,1063274,Excellent,16.32,199897,Electric
Kia Seltos,ZX,2008,1633516,Needs Work,23.97,176707,Petrol
Honda City,XZ+,2006,1766673,Needs Work,19.8,66603,Petrol
Ford Ecosport,S10,2016,958969,Needs Work,11.14,126633,Diesel
Toyota Innova,HTX,2009,207143,Excellent,22.39,167155,Petrol
Honda City,EX,2019,1683889,Excellent,21.25,7749,Petrol
Kia Seltos,EX,2005,437193,Good,19.95,163003,Electric
Ford Ecosport,VDI,2006,1751204,Needs Work,10.58,127242,Petrol
Ford Ecosport,ZX,2012,1701890,Needs Work,16.12,82127,Electric
Hyundai Creta,HTX,2007,404621,Fair,18.96,51545,Electric
Toyota Innova,XZ+,2006,1982097,Fair,14.68,178498,Petrol
Tata Nexon,EX,2012,1156777,Fair,21.76,144536,Diesel
Ford Ecosport,VDI,2017,1936001,Excellent,18.48,37537,CNG
Kia Seltos,HTX,2014,715761,Fair,19.97,122939,Diesel
Tata Nexon,Crysta,2009,326145,Good,12.36,64521,Petrol
Kia Seltos,VDI,2008,998278,Needs Work,10.37,176615,Diesel
Tata Nexon,EX,2015,1069009,Excellent,15.72,17688,Electric
Hyundai Creta,ZX,2018,960377,Needs Work,12.26,17632,CNG
Mahindra Scorpio,XZ+,2020,729281,Excellent,11.53,34480,Electric
Maruti Suzuki Swift,ZX,2007,1299579,Excellent,16.77,106618,CNG
Maruti Suzuki Swift,Titanium,2014,600637,Fair,13.44,133821,Petrol
Maruti Suzuki Swift,VDI,2014,1862911,Fair,15.45,188019,Diesel
Mahindra Scorpio,VDI,2009,1188209,Excellent,11.46,119426,CNG
Mahindra Scorpio,ZX,2007,601695,Good,23.74,137883,Diesel
Mahindra Scorpio,ZX,2009,1488051,Fair,10.06,8673,CNG
Kia Seltos,ZX,2008,1674735,Good,18.05,146475,Diesel
Ford Ecosport,Titanium,2012,1587196,Good,15.16,6147,Petrol
Kia Seltos,Titanium,2008,1669030,Good,19.8,88176,Electric
Mahindra Scorpio,VDI,2020,645496,Needs Work,17.69,174441,Electric
Hyundai Creta,ZX,2020,1932499,Good,19.42,117001,Diesel
Hyundai Creta,XZ+,2020,218985,Needs Work,18.03,150705,Electric
Hyundai Creta,VDI,2009,1834579,Needs Work,13.58,42277,Electric
Maruti Suzuki Swift,ZX,2014,858127,Excellent,12.11,122699,Electric
Hyundai Creta,VDI,2021,1313660,Needs Work,11.85,52554,Diesel
Maruti Suzuki Swift,S10,2016,1370148,Needs Work,14.23,189268,Electric
Maruti Suzuki Swift,Titanium,2012,772486,Good,21.46,114964,Electric
Mahindra Scorpio,HTX,2021,328202,Needs Work,10.13,101837,Electric
Honda City,HTX,2016,932411,Excellent,24.21,194420,Petrol
Tata Nexon,S10,2012,835728,Needs Work,10.98,148571,Diesel
Tata Nexon,HTX,2019,1155201,Good,22.15,155971,CNG
Tata Nexon,XZ+,2006,346343,Needs Work,14.67,180445,Electric
Ford Ecosport,Crysta,2015,1215852,Good,23.71,195858,Electric
Hyundai Creta,XZ+,2011,1085031,Good,15.8,38766,Diesel
Hyundai Creta,S10,2008,1286706,Needs Work,10.36,21250,Petrol
Toyota Innova,XZ+,2013,1188803,Needs Work,18.22,42229,Petrol
Tata Nexon,S10,2013,587496,Good,11.15,127163,Petrol
Mahindra Scorpio,VDI,2018,828534,Fair,23.23,80546,Petrol
Ford Ecosport,Titanium,2017,548778,Needs Work,15.51,53781,Diesel
Honda City,Titanium,2017,1939643,Needs Work,17.64,147267,Diesel
Kia Seltos,S10,2006,1797215,Needs Work,12.68,25022,CNG
Ford Ecosport,ZX,2012,1653685,Needs Work,21.49,22326,Electric
Maruti Suzuki Swift,XZ+,2008,100553,Fair,19.13,25881,Electric
Mahindra Scorpio,EX,2008,1108559,Excellent,23.86,188290,CNG
Ford Ecosport,HTX,2016,1689110,Fair,23.14,186206,Petrol
Kia Seltos,Titanium,2013,149775,Good,10.49,22080,Petrol
Tata Nexon,VDI,2010,936467,Fair,24.43,59738,Petrol
Tata Nexon,Crysta,2015,599320,Good,11.46,108147,Diesel
Mahindra Scorpio,EX,2023,1747851,Excellent,12.86,138138,Electric
Honda City,S10,2014,502847,Good,10.0,33040,Electric
Kia Seltos,EX,2021,960789,Needs Work,16.94,176790,Electric
Kia Seltos,S10,2021,873367,Fair,12.94,101561,Petrol
Toyota Innova,XZ+,2009,754054,Good,20.87,127048,Petrol
Tata Nexon,HTX,2019,1318493,Good,13.24,89299,Electric
Tata Nexon,XZ+,2009,1573640,Fair,11.1,68521,Diesel
Hyundai Creta,ZX,2016,1472847,Needs Work,19.38,172771,Petrol
Honda City,ZX,2022,1802310,Fair,20.38,186679,Electric
Mahindra Scorpio,Crysta,2015,1731300,Fair,15.96,173023,Petrol
Kia Seltos,Titanium,2021,436534,Needs Work,24.79,139984,Petrol
Toyota Innova,EX,2005,175759,Fair,19.7,166887,Petrol
Kia Seltos,ZX,2010,1317184,Needs Work,22.18,39603,Diesel
Tata Nexon,HTX,2020,1744709,Needs Work,16.59,153010,CNG
Mahindra Scorpio,HTX,2008,132852,Fair,20.32,67554,Petrol
Ford Ecosport,Crysta,2022,231716,Excellent,14.97,133106,Petrol
Ford Ecosport,EX,2016,200148,Fair,20.18,179196,Electric
Hyundai Creta,EX,2007,1758836,Fair,20.35,3707,Diesel
Ford Ecosport,XZ+,2013,304504,Excellent,21.95,9468,Electric
Ford Ecosport,VDI,2011,1348674,Excellent,20.65,75729,Diesel
Kia Seltos,VDI,2009,641486,Needs Work,19.86,158586,Electric
Honda City,VDI,2008,1226487,Needs Work,14.81,10467,Petrol
Maruti Suzuki Swift,S10,2008,1030361,Needs Work,24.34,124969,Electric
Tata Nexon,S10,2017,1936889,Fair,10.08,137069,Electric
Maruti Suzuki Swift,EX,2014,472769,Excellent,20.0,99010,Petrol
Mahindra Scorpio,S10,2019,884618,Needs Work,11.35,87258,Electric
Maruti Suzuki Swift,HTX,2012,501030,Good,21.66,55892,Electric
Kia Seltos,Titanium,2018,1898527,Good,17.51,161623,Petrol
Ford Ecosport,VDI,2023,1457343,Fair,19.06,180443,Electric
Toyota Innova,HTX,2014,1180514,Fair,15.05,151606,Electric
Maruti Suzuki Swift,S10,2019,1571258,Good,12.23,111631,Diesel
Kia Seltos,S10,2015,1697399,Good,14.54,67045,CNG
Kia Seltos,S10,2011,892634,Needs Work,16.89,88353,Petrol
Tata Nexon,EX,2006,635579,Fair,22.99,2401,Diesel
Mahindra Scorpio,XZ+,2015,1363200,Needs Work,18.09,196456,Petrol
Toyota Innova,HTX,2012,581537,Needs Work,16.9,14032,Diesel
Ford Ecosport,Titanium,2015,1118648,Good,21.71,63122,Petrol
Mahindra Scorpio,Titanium,2007,1286299,Fair,20.88,62859,Diesel
Toyota Innova,Titanium,2011,976628,Excellent,14.38,77350,Diesel
Hyundai Creta,Crysta,2021,439217,Good,11.06,75563,Petrol
Maruti Suzuki Swift,VDI,2014,193030,Needs Work,20.03,27420,Diesel
Hyundai Creta,HTX,2012,756774,Fair,17.54,157957,CNG
Toyota Innova,EX,2020,133820,Needs Work,11.12,112418,Petrol
Maruti Suzuki Swift,VDI,2016,1893862,Fair,22.16,95078,CNG
Ford Ecosport,EX,2019,149870,Excellent,16.38,21399,Diesel
Toyota Innova,HTX,2021,1339388,Needs Work,16.7,185178,Petrol
Ford Ecosport,S10,2016,1960108,Good,19.08,141161,Diesel
Toyota Innova,ZX,2023,806746,Good,23.16,37015,CNG
Hyundai Creta,XZ+,2015,1116912,Good,16.5,115199,CNG
Toyota Innova,Titanium,2008,1532498,Needs Work,19.0,143123,CNG
Hyundai Creta,EX,2007,698388,Good,13.59,156955,Petrol
Honda City,Titanium,2005,450086,Fair,10.72,190332,Diesel
Ford Ecosport,HTX,2018,1322112,Fair,20.94,164028,Petrol
Hyundai Creta,EX,2006,1952489,Fair,13.72,143182,Petrol
Kia Seltos,XZ+,2005,1979308,Fair,13.55,54296,Diesel
Ford Ecosport,EX,2023,840620,Fair,16.61,14702,Diesel
Maruti Suzuki Swift,ZX,2016,1808255,Needs Work,22.28,3274,Electric
Honda City,HTX,2015,679730,Excellent,20.54,84237,CNG
Tata Nexon,ZX,2008,448936,Good,11.53,189202,CNG
Kia Seltos,HTX,2023,1961583,Excellent,22.16,26727,CNG
Ford Ecosport,Crysta,2007,1459757,Good,12.68,130969,CNG
Ford Ecosport,ZX,2010,1097010,Good,18.04,30951,Diesel
Tata Nexon,Titanium,2018,1912444,Needs Work,13.1,170043,Electric
Honda City,S10,2007,1837879,Needs Work,22.68,166607,CNG
Maruti Suzuki Swift,EX,2011,666088,Good,19.75,28872,Diesel
Maruti Suzuki Swift,EX,2011,254489,Good,15.23,147609,Diesel
Kia Seltos,XZ+,2018,342275,Fair,13.41,57371,CNG
Tata Nexon,S10,2022,1570418,Good,23.07,50929,Electric
Hyundai Creta,Titanium,2007,1587936,Needs Work,13.97,176775,Electric
Tata Nexon,ZX,2022,1997093,Good,20.53,140740,Petrol
Hyundai Creta,Crysta,2008,1380515,Good,19.34,186763,Petrol
Tata Nexon,XZ+,2018,1319878,Fair,16.53,164851,CNG
Toyota Innova,VDI,2017,1825443,Good,18.56,55355,Diesel
Hyundai Creta,ZX,2014,908708,Excellent,20.54,135460,Electric
Hyundai Creta,XZ+,2020,1788737,Fair,12.35,105722,Petrol
Tata Nexon,XZ+,2008,1495090,Needs Work,16.69,106366,Petrol
Toyota Innova,EX,2013,172860,Good,24.96,154974,Diesel
Maruti Suzuki Swift,VDI,2019,307573,Excellent,20.24,146792,Diesel
Honda City,S10,2005,348301,Excellent,16.16,87519,Petrol
Kia Seltos,Titanium,2008,1930025,Excellent,17.48,36013,Petrol
Tata Nexon,Titanium,2017,424928,Excellent,20.96,14580,CNG
Hyundai Creta,VDI,2007,343575,Excellent,19.85,49791,CNG
Kia Seltos,Crysta,2009,1643473,Fair,19.23,99956,Electric
Tata Nexon,Titanium,2014,1439553,Good,16.76,127333,Petrol
Toyota Innova,Titanium,2007,816847,Good,24.1,87320,Electric
Hyundai Creta,EX,2012,1784840,Good,20.34,144149,Electric
Kia Seltos,EX,2019,626088,Good,19.0,15243,Diesel
Honda City,Titanium,2007,614804,Needs Work,18.24,95576,Petrol
Kia Seltos,HTX,2007,148126,Excellent,16.26,184549,CNG
Hyundai Creta,XZ+,2014,712738,Needs Work,19.77,187430,Petrol
Toyota Innova,VDI,2020,980490,Needs Work,24.88,165518,Electric
Maruti Suzuki Swift,HTX,2007,1823227,Fair,11.16,164592,CNG
Hyundai Creta,S10,2016,1360044,Needs Work,15.88,100568,CNG
Kia Seltos,Titanium,2014,1597150,Needs Work,13.6,39932,CNG
Mahindra Scorpio,ZX,2010,289395,Good,11.5,142011,Diesel
Hyundai Creta,S10,2010,254795,Excellent,24.68,53084,Electric
Mahindra Scorpio,S10,2014,1778829,Needs Work,24.15,167450,Diesel
Maruti Suzuki Swift,XZ+,2015,290597,Needs Work,19.39,162072,CNG
Kia Seltos,ZX,2019,1615064,Excellent,10.57,17059,Petrol
Tata Nexon,VDI,2009,1431927,Excellent,24.84,191037,CNG
Honda City,EX,2017,1997418,Good,14.74,177067,CNG
Maruti Suzuki Swift,XZ+,2009,386892,Good,15.79,153295,Electric
Toyota Innova,Crysta,2011,1442515,Excellent,18.34,7338,CNG
Maruti Suzuki Swift,HTX,2005,1704850,Excellent,14.58,161994,CNG
Mahindra Scorpio,HTX,2018,1195014,Needs Work,24.08,82879,Electric
Maruti Suzuki Swift,S10,2017,589856,Fair,22.82,24370,Diesel
Hyundai Creta,EX,2006,310398,Needs Work,19.77,179337,Petrol
Kia Seltos,S10,2014,353491,Fair,12.61,20173,Electric
Toyota Innova,HTX,2008,509796,Good,19.26,167498,CNG
Hyundai Creta,S10,2005,377489,Fair,14.35,28095,CNG
Maruti Suzuki Swift,VDI,2010,994332,Excellent,24.69,173826,CNG
Maruti Suzuki Swift,Titanium,2020,399741,Fair,12.17,178177,CNG
Honda City,VDI,2016,1239869,Excellent,15.01,152092,Petrol
Mahindra Scorpio,XZ+,2011,759824,Fair,17.89,198248,Electric
Honda City,VDI,2016,976064,Good,19.69,196393,Petrol
Maruti Suzuki Swift,Titanium,2014,1654389,Excellent,12.52,188990,Diesel
Kia Seltos,Titanium,2008,511371,Good,10.97,13496,Electric
Maruti Suzuki Swift,EX,2009,310890,Good,24.0,195009,CNG
Hyundai Creta,EX,2008,144352,Fair,17.35,176980,Diesel
Mahindra Scorpio,S10,2014,1662003,Fair,15.57,78984,Petrol
Toyota Innova,Titanium,2019,1926837,Fair,10.94,120470,CNG
Kia Seltos,Titanium,2011,875438,Needs Work,14.45,185131,Diesel
Mahindra Scorpio,VDI,2016,1832687,Excellent,16.29,166529,Diesel
Ford Ecosport,Titanium,2016,668751,Needs Work,18.69,159420,Petrol
Honda City,S10,2020,671307,Fair,18.57,115998,Diesel
Honda City,XZ+,2008,495588,Excellent,13.23,136795,CNG
Ford Ecosport,VDI,2010,418450,Good,20.16,187619,Diesel
Mahindra Scorpio,Crysta,2009,1482602,Fair,22.03,145337,Petrol
Honda City,Titanium,2011,696425,Good,12.89,143940,Diesel
Ford Ecosport,EX,2007,1536271,Excellent,18.13,61231,Diesel
Tata Nexon,Crysta,2005,665046,Good,19.35,100508,Diesel
Maruti Suzuki Swift,Crysta,2023,1905808,Fair,20.3,4975,Electric
Maruti Suzuki Swift,XZ+,2011,798796,Needs Work,17.65,74322,Petrol
Tata Nexon,EX,2007,428525,Good,13.89,16088,CNG
Hyundai Creta,Crysta,2006,229438,Good,15.88,164127,Diesel
Honda City,XZ+,2014,1320030,Needs Work,15.18,123012,CNG
Honda City,ZX,2020,417004,Excellent,20.21,47686,Diesel
Hyundai Creta,XZ+,2022,284079,Excellent,20.18,149075,Diesel
Kia Seltos,EX,2015,1835900,Excellent,21.7,76661,Petrol
Ford Ecosport,ZX,2007,735405,Excellent,17.46,164109,Electric
Honda City,S10,2006,1261268,Fair,24.93,111639,CNG
Hyundai Creta,EX,2022,745421,Excellent,21.69,143742,CNG
Honda City,Crysta,2014,469486,Good,16.89,22847,Electric
Ford Ecosport,Crysta,2011,1210499,Fair,13.5,136634,Electric
Toyota Innova,XZ+,2018,103066,Good,17.58,5047,Petrol
Kia Seltos,ZX,2023,170622,Needs Work,14.85,161025,Diesel
Tata Nexon,HTX,2009,1181314,Fair,19.11,90824,Petrol
Hyundai Creta,XZ+,2022,969510,Fair,22.97,118708,CNG
Kia Seltos,HTX,2005,1806514,Excellent,21.59,152553,CNG
Toyota Innova,VDI,2010,1792144,Needs Work,18.87,44481,Electric
Ford Ecosport,Titanium,2009,347736,Fair,18.74,129096,CNG
Tata Nexon,EX,2009,439794,Needs Work,19.52,102503,CNG
Maruti Suzuki Swift,Crysta,2015,738057,Excellent,14.09,8734,CNG
Honda City,S10,2012,644263,Needs Work,16.65,16070,Diesel
Ford Ecosport,Titanium,2009,1430338,Fair,17.08,195784,Diesel
Hyundai Creta,VDI,2016,1151888,Needs Work,13.85,44115,Diesel
Ford Ecosport,S10,2019,894688,Good,20.22,161179,Electric
Kia Seltos,HTX,2009,133576,Fair,22.87,77552,Electric
Toyota Innova,S10,2015,1723317,Good,14.04,97842,Electric
Tata Nexon,XZ+,2021,346315,Fair,20.7,46741,Diesel
Toyota Innova,ZX,2005,1011654,Good,15.6,44066,Diesel
Mahindra Scorpio,ZX,2012,562686,Good,11.46,196326,Electric
Mahindra Scorpio,VDI,2006,1368355,Good,10.8,104468,Petrol
Ford Ecosport,EX,2018,1922243,Fair,17.13,161795,Electric
Ford Ecosport,HTX,2011,1097040,Excellent,13.89,20221,CNG
Maruti Suzuki Swift,EX,2015,399317,Fair,15.87,104022,CNG
Hyundai Creta,ZX,2013,1844396,Needs Work,12.32,170605,Electric
Hyundai Creta,EX,2015,1717433,Excellent,21.31,190652,Diesel
Kia Seltos,VDI,2020,1653981,Fair,15.98,68502,CNG
Maruti Suzuki Swift,XZ+,2016,1900832,Excellent,17.62,49056,CNG
Hyundai Creta,VDI,2023,186127,Excellent,13.74,18669,CNG
Ford Ecosport,Crysta,2005,1247537,Good,16.65,152507,CNG
Ford Ecosport,ZX,2020,143489,Needs Work,10.28,107947,Electric
Hyundai Creta,XZ+,2013,1857822,Good,18.76,19455,Electric
Kia Seltos,HTX,2007,1209972,Fair,16.59,158774,Diesel
Ford Ecosport,ZX,2009,1339513,Needs Work,14.03,10771,Diesel
Ford Ecosport,Titanium,2017,1293653,Fair,24.98,85054,Diesel
Toyota Innova,VDI,2010,476652,Fair,13.75,119148,Petrol
Honda City,Titanium,2020,109976,Good,12.49,144839,Electric
Maruti Suzuki Swift,XZ+,2018,908057,Fair,11.88,66271,Diesel
Hyundai Creta,S10,2021,1782273,Needs Work,20.41,71924,Petrol
Mahindra Scorpio,VDI,2007,1465653,Good,22.51,118208,Petrol
Ford Ecosport,S10,2012,488235,Fair,15.44,91558,Electric
Toyota Innova,S10,2017,580853,Needs Work,14.04,152454,Petrol
Tata Nexon,EX,2018,1735094,Fair,10.01,166873,Electric
Hyundai Creta,EX,2008,275017,Needs Work,10.76,92297,CNG
Kia Seltos,XZ+,2011,1996889,Needs Work,22.83,17945,Electric
Toyota Innova,HTX,2015,1816457,Excellent,22.29,25374,CNG
Mahindra Scorpio,VDI,2013,1970692,Good,14.17,45572,Diesel
Honda City,VDI,2017,457272,Excellent,10.78,72387,Petrol
Hyundai Creta,S10,2015,415661,Needs Work,22.37,159507,Electric
Ford Ecosport,EX,2022,462651,Good,16.27,85321,Diesel
Ford Ecosport,EX,2005,713563,Needs Work,12.55,86916,Electric
Toyota Innova,XZ+,2021,330118,Good,16.43,39205,Electric
Maruti Suzuki Swift,Titanium,2014,899725,Needs Work,10.21,29766,Diesel
Hyundai Creta,HTX,2010,1289195,Excellent,11.41,81626,CNG
Maruti Suzuki Swift,EX,2021,397368,Excellent,22.78,82915,Petrol
Toyota Innova,VDI,2012,195038,Excellent,10.55,188307,Petrol
Hyundai Creta,ZX,2010,1870573,Fair,13.19,140063,Diesel
Honda City,Titanium,2011,608089,Good,23.75,8765,Petrol
Mahindra Scorpio,S10,2019,1409539,Fair,24.06,85098,CNG
Toyota Innova,ZX,2013,1697121,Fair,20.73,54979,Petrol
Maruti Suzuki Swift,Titanium,2019,106411,Fair,24.46,161397,Electric
Tata Nexon,Titanium,2006,371505,Needs Work,14.33,178703,Petrol
Maruti Suzuki Swift,EX,2009,873155,Good,22.47,31724,CNG
Maruti Suzuki Swift,S10,2015,1958722,Fair,13.07,34149,Petrol
Toyota Innova,EX,2015,749270,Needs Work,17.79,115255,Diesel
Honda City,Titanium,2022,819642,Good,22.77,199986,Electric
Honda City,XZ+,2005,668408,Needs Work,13.74,68304,Electric
Maruti Suzuki Swift,Crysta,2012,1388985,Fair,12.24,87722,Electric
Mahindra Scorpio,Crysta,2013,904095,Good,15.76,107850,Electric
Mahindra Scorpio,HTX,2017,1301006,Good,18.79,68759,Electric
Maruti Suzuki Swift,XZ+,2010,791089,Needs Work,17.22,84358,Petrol
Toyota Innova,EX,2017,1019840,Fair,11.69,173725,Electric
Toyota Innova,XZ+,2013,1105423,Excellent,17.68,88722,CNG
Kia Seltos,ZX,2016,127823,Needs Work,21.65,185710,Electric
Honda City,EX,2008,1322783,Fair,20.8,95692,CNG
Honda City,VDI,2016,1101732,Excellent,19.0,159729,CNG
Tata Nexon,VDI,2018,131866,Excellent,24.38,84524,Electric
Toyota Innova,EX,2020,275595,Fair,20.01,17946,Electric
Tata Nexon,Titanium,2018,1371672,Fair,24.82,50322,CNG
Kia Seltos,VDI,2020,1403597,Fair,13.01,63569,CNG
Kia Seltos,EX,2017,1572511,Excellent,13.15,3979,Diesel
Toyota Innova,Crysta,2010,1637960,Good,17.72,55150,Petrol
Kia Seltos,HTX,2016,922278,Fair,16.92,90616,Electric
Tata Nexon,Titanium,2023,1521578,Fair,13.85,184346,CNG
Tata Nexon,HTX,2023,649537,Fair,24.94,170060,Petrol
Tata Nexon,XZ+,2015,144031,Good,22.01,93356,Electric
Toyota Innova,Crysta,2009,305837,Needs Work,16.12,152622,CNG
Ford Ecosport,HTX,2021,819227,Excellent,12.96,169225,Petrol
Mahindra Scorpio,HTX,2014,823825,Excellent,13.44,63949,CNG
Mahindra Scorpio,XZ+,2017,1776494,Needs Work,21.25,98611,Electric
Maruti Suzuki Swift,VDI,2008,1546219,Excellent,19.8,101917,CNG
Tata Nexon,ZX,2005,1461135,Needs Work,16.41,75130,Diesel
Hyundai Creta,Crysta,2005,1746046,Fair,24.63,48010,CNG
Maruti Suzuki Swift,ZX,2010,1311435,Fair,14.68,42950,CNG
Hyundai Creta,Crysta,2007,238185,Fair,14.07,77761,Petrol
Honda City,Crysta,2016,548320,Fair,14.9,197223,Petrol
Tata Nexon,Titanium,2006,953379,Needs Work,12.7,44055,Diesel
Honda City,XZ+,2018,748328,Excellent,24.75,196880,CNG
Kia Seltos,Crysta,2022,396940,Needs Work,10.5,43507,Diesel
Tata Nexon,Crysta,2013,1152441,Fair,22.88,98218,Electric
Maruti Suzuki Swift,EX,2012,1613957,Fair,16.51,94484,Diesel
Hyundai Creta,Crysta,2020,763931,Needs Work,13.37,37321,Petrol
Mahindra Scorpio,S10,2005,1159346,Needs Work,24.06,143067,Electric
Toyota Innova,XZ+,2009,1133030,Good,24.84,136306,Petrol
Kia Seltos,HTX,2009,350680,Needs Work,10.84,10913,Electric
Kia Seltos,HTX,2014,468346,Good,20.61,133239,Petrol
Mahindra Scorpio,Crysta,2017,695112,Good,10.79,24630,CNG
Maruti Suzuki Swift,Titanium,2012,768902,Good,19.38,12208,Electric
Tata Nexon,Crysta,2012,810259,Fair,21.45,100538,Electric
Tata Nexon,ZX,2020,786273,Good,15.42,162037,Electric
Maruti Suzuki Swift,HTX,2006,638209,Excellent,11.66,59960,Electric
Ford Ecosport,Titanium,2014,1643636,Fair,24.67,29685,Diesel
Mahindra Scorpio,Titanium,2005,194878,Fair,19.56,54726,CNG
Tata Nexon,Titanium,2012,307645,Needs Work,13.19,29043,CNG
Tata Nexon,HTX,2019,1086367,Fair,14.94,103025,Electric
Tata Nexon,VDI,2014,1853469,Fair,16.06,74430,Electric
Mahindra Scorpio,EX,2019,1295954,Needs Work,16.66,89642,Diesel
Honda City,EX,2018,363112,Good,18.69,117397,CNG
Toyota Innova,VDI,2019,207139,Needs Work,11.32,178782,Electric
Hyundai Creta,VDI,2010,1330167,Excellent,21.37,93971,Diesel
Maruti Suzuki Swift,VDI,2016,352972,Excellent,17.03,56481,Electric
Maruti Suzuki Swift,S10,2016,1200559,Good,20.02,182635,Electric
Mahindra Scorpio,ZX,2006,963156,Excellent,16.17,33882,Diesel
Kia Seltos,HTX,2018,616040,Fair,15.17,195262,Diesel
Maruti Suzuki Swift,Titanium,2005,1794971,Fair,19.46,132262,CNG
Kia Seltos,Crysta,2019,1773868,Good,14.07,45113,Diesel
Mahindra Scorpio,Titanium,2009,1869967,Needs Work,16.14,114464,CNG
Tata Nexon,ZX,2020,1910732,Excellent,21.2,139334,Petrol
Maruti Suzuki Swift,S10,2016,1066339,Excellent,18.69,135614,Petrol
Kia Seltos,XZ+,2022,1137464,Excellent,14.45,115649,Electric
Hyundai Creta,Titanium,2021,1111540,Needs Work,19.81,25031,Diesel
Maruti Suzuki Swift,EX,2009,337522,Needs Work,10.72,190520,CNG
Honda City,HTX,2021,518416,Good,20.45,113934,Petrol
Hyundai Creta,Titanium,2012,1257742,Needs Work,17.97,33162,Diesel
Mahindra Scorpio,XZ+,2007,404283,Excellent,13.85,4931,CNG
Hyundai Creta,Crysta,2023,1231858,Fair,19.97,193676,Diesel
Kia Seltos,Crysta,2016,1650854,Good,20.09,52587,CNG
Ford Ecosport,EX,2023,1842557,Good,23.97,56009,Petrol
Tata Nexon,HTX,2019,1235194,Needs Work,23.69,82901,Diesel
Maruti Suzuki Swift,ZX,2015,1758695,Excellent,15.82,6030,Diesel
Mahindra Scorpio,EX,2015,890150,Fair,16.18,43323,CNG
Honda City,HTX,2009,561582,Fair,14.97,55845,Electric
Kia Seltos,VDI,2015,1401941,Needs Work,23.78,132501,Electric
Tata Nexon,EX,2023,1495925,Good,23.17,199152,Electric
Maruti Suzuki Swift,HTX,2021,1968366,Needs Work,13.08,153162,Diesel
Honda City,VDI,2016,1357771,Excellent,12.36,153248,Diesel
Mahindra Scorpio,XZ+,2013,1584284,Excellent,24.11,46592,Electric
Toyota Innova,XZ+,2008,576450,Good,23.28,12088,Diesel
Mahindra Scorpio,S10,2007,894801,Good,17.1,111285,Electric
Honda City,VDI,2020,959890,Fair,13.15,11761,CNG
Mahindra Scorpio,ZX,2014,273803,Excellent,22.68,183804,Petrol
Mahindra Scorpio,S10,2006,983085,Needs Work,15.51,94450,Electric
